id,count
0,88.152
1,234.229
2,88.077
4,28.862
5,76.997
10,110.797
11,108.248
12,338.496
15,44.444
17,138.082
18,300.96
23,244.127
25,86.804
26,44.992
31,192.033
39,126.981
40,26.746
41,190.73
42,392.26
43,156.52
51,187.669
52,79.651
54,18.208
60,123.779
61,140.915
62,103.098
63,30.873
65,103.632
66,114.016
68,115.438
71,67.996
80,30.621
82,68.86
94,134.323
98,257.563
101,35.792
102,132.468
107,185.027
112,249.322
113,84.899
115,52.114
116,115.106
120,139.719
121,71.821
122,334.494
132,205.867
143,89.49
147,67.008
150,16.65
151,85.838
152,203.373
153,89.524
155,197.359
156,100.637
159,142.594
161,106.992
163,47.474
177,150.665
186,16.113
188,18.225
190,73.328
191,85.718
192,275.099
195,320.831
200,149.834
209,318.331
210,15.63
211,219.358
214,147.206
215,23.628
218,105.41
219,34.765
222,135.395
225,14.914
228,315.341
236,165.285
241,36.861
242,157.019
243,192.394
245,17.883
247,246.325
251,123.514
252,65.174
253,84.79
254,86.244
258,319.243
260,48.698
261,164.951
265,87.644
266,275.138
267,320.08
269,140.368
270,66.669
275,102.5
278,38.211
279,85.588
286,80.605
287,28.627
288,196.443
289,150.791
293,17.232
294,138.967
297,33.004
302,125.983
303,87.336
304,67.847
307,101.996
309,17.901
311,169.983
312,139.412
314,183.141
315,171.659
319,151.785
322,109.038
323,66.439
325,107.972
327,234.786
330,39.34
332,150.081
333,16.453
338,103.206
341,115.109
345,197.3
348,96.368
349,47.094
350,107.358
352,47.023
355,16.568
356,236.543
358,54.441
363,127.886
369,189.03
371,18.097
372,138.557
375,301.029
380,120.53
388,43.858
391,126.684
392,276.273
393,389.169
394,221.707
396,26.943
401,34.895
407,81.594
409,101.888
410,112.231
416,83.239
418,112.342
420,151.524
421,217.649
422,117.644
424,291.188
428,380.13
429,223.317
431,161.135
435,14.5
439,98.444
441,15.05
447,82.015
449,118.567
451,121.834
452,17.959
454,212.218
458,236.835
463,132.381
467,14.622
470,254.755
471,156.452
474,295.254
478,15.776
483,126.654
484,115.126
485,85.16
486,132.323
491,97.446
494,102.279
495,245.918
497,212.974
499,154.579
515,118.486
518,229.488
521,187.427
525,147.996
529,245.219
532,124.734
534,82.278
540,91.878
544,300.996
547,160.174
549,43.447
563,37.416
564,157.57
567,127.439
572,113.106
577,106.175
578,228.613
585,385.821
588,126.306
589,113.657
590,104.628
592,16.887
594,251.949
596,15.368
598,389.562
599,137.725
605,35.018
606,123.466
607,268.269
608,211.261
609,62.457
610,287.712
611,203.315
614,122.129
615,217.432
616,245.071
617,123.482
618,246.803
624,118.453
629,129.687
631,95.28
633,95.43
637,24.573
638,100.901
643,67.427
644,143.954
645,36.912
646,213.62
648,186.231
650,36.657
651,203.635
652,269.986
656,110.609
657,19.41
659,102.425
660,208.094
662,98.788
665,385.48
675,333.826
681,145.542
682,208.844
685,18.898
686,160.696
689,23.236
696,158.561
703,150.804
704,96.674
705,130.818
714,236.091
717,99.144
718,14.253
720,64.415
721,247.978
723,204.171
726,211.996
728,158.048
730,210.848
731,27.208
734,348.393
737,74.855
738,16.645
745,140.591
746,25.694
749,233.351
752,23.109
753,176.225
758,230.039
765,15.659
766,222.251
768,84.553
769,183.672
774,127.107
775,98.366
781,51.936
784,338.816
794,18.175
795,278.478
796,80.231
802,173.065
803,229.49
805,33.258
806,286.815
807,98.789
809,14.942
810,163.344
812,210.183
814,118.566
818,248.334
819,146.111
825,60.982
836,99.212
839,120.149
847,261.594
848,181.296
851,106.301
852,137.663
853,33.386
857,148.009
858,45.407
859,222.562
861,22.232
867,97.117
870,229.335
871,198.98
