id,count
0,91.92118753585407
1,244.31254196080786
2,120.49157839316946
4,23.11939983586808
5,142.3634334123765
10,109.8955630801609
11,178.03046954022636
12,298.4010499953508
15,23.11939983586808
17,150.873513615952
18,292.1123941639605
23,237.1499495038411
25,141.07049012371087
26,36.14855266405908
31,261.2333477716986
39,156.4908748984733
40,20.245959908955555
41,261.0071572512419
42,302.302549895878
43,152.69098994171958
51,205.49857389033474
52,85.49447827114882
54,19.973288950996608
60,128.60995387090065
61,139.67234810144305
62,107.1523963650929
63,19.639706971865394
65,105.34111615857982
66,110.31914218083666
68,175.01923464973063
71,92.28046685853182
80,20.459368999864648
82,53.68492700891187
94,128.92606832873196
98,267.2422612250742
101,23.11939983586808
102,173.91345419940825
107,162.44099961894628
112,211.29012008249944
113,87.34003779984334
115,54.09769350238218
116,106.4170859577205
120,148.086113615952
121,87.68102626203186
122,295.65149836061903
132,199.34726607371215
143,97.64177068809406
147,53.62780498510235
150,19.759879860087516
151,93.91561823657462
152,238.69331094182556
153,93.58867550569437
155,190.08867532398975
156,157.46161724598366
159,153.56355357670407
161,131.78121427783557
163,36.14855266405908
177,152.9941594583222
186,19.973288950996608
188,19.153626922997354
190,94.00114983744137
191,87.255474934554
192,277.5965556030572
195,295.01899836061904
200,165.63245658005187
209,295.65149836061903
210,19.973288950996608
211,211.94143025497252
214,208.38154646706326
215,20.459368999864648
218,107.63004117122566
219,35.93514357314999
222,154.6068043761852
225,19.759879860087516
228,294.431961323582
236,176.75930772744672
241,22.5179439873594
242,205.56133078733677
243,204.51468155079021
245,19.973288950996608
247,287.81291359206494
251,175.70953753835317
252,81.46721103003603
253,89.2285820729833
254,88.71805533106844
258,280.59776742420803
260,53.36372165176901
261,138.22364947130606
265,89.61881711571834
266,287.70028660297777
267,295.01899836061904
269,171.26912311398198
270,53.36372165176901
275,106.88811065080718
278,36.14855266405908
279,93.32613005114892
286,93.58364983744137
287,19.857913151355966
288,208.77349731191734
289,168.66686210071074
293,19.759879860087516
294,206.8316061496832
297,45.06803014824177
302,110.03099218083666
303,93.56396531363185
304,139.1079525041275
307,106.5551997549234
309,19.973288950996608
311,159.61669422607403
312,177.14133844967182
314,204.84726371786172
315,204.51468155079021
319,168.40566112953277
322,106.4170859577205
323,53.49488831843568
325,159.68419422607403
327,284.030389777581
330,36.14855266405908
332,175.76837443467693
333,19.759879860087516
338,106.88811065080718
341,105.93553792547938
345,267.8457653487638
348,159.01511810029137
349,36.05688599739241
350,109.06916166027153
352,53.49488831843568
355,18.027531171915548
356,177.21534142982185
358,54.09769350238218
363,139.4144828046394
369,154.95229570427566
371,19.759879860087516
372,155.5808748984733
375,292.96597039916054
380,140.63498440615797
388,35.843476906483325
391,176.446357061553
392,291.6008571269235
393,297.9618845925031
394,204.96834890562036
396,20.459368999864648
401,22.90599074495899
407,90.95144410614036
409,93.58867550569437
410,110.7547191039136
416,135.76241474733138
418,108.80487594598583
420,141.61248440615796
421,180.55209101436844
422,155.5808748984733
424,292.1123941639605
428,297.3293845925031
429,241.35813315029714
431,210.380606859012
435,19.153626922997354
439,107.13768678513837
441,19.973288950996608
447,88.48633988328443
449,180.55209101436844
451,184.31820281184832
452,19.973288950996608
454,219.12656004907396
458,241.35813315029714
463,139.13364947130606
467,19.973288950996608
470,275.99951845205663
471,144.0328981681196
474,291.6008571269235
478,19.973288950996608
483,109.09216483487471
484,153.39281179494142
485,93.58867550569437
486,130.55817088589868
491,106.5551997549234
494,105.24200468873856
495,286.36509066834515
497,237.01734611904948
499,211.83371185465137
515,127.840040047092
518,215.45555701591536
521,184.5912828608058
525,139.9531814347764
529,238.28683357039657
532,139.13364947130606
534,93.32613005114892
540,92.33936823657461
544,291.23939079963634
547,173.87437592692936
549,35.843476906483325
563,36.14855266405908
564,159.61669422607403
567,110.03099218083666
572,130.24205642806734
577,155.67360538187063
578,239.86250370112103
585,297.3293845925031
588,183.50030519834272
589,140.06745982068054
590,105.16710543715537
592,19.973288950996608
594,270.6690598991161
596,19.973288950996608
598,303.164549895878
599,129.47349740028957
605,23.11939983586808
606,129.2069016620653
607,289.5576611922908
608,205.27350424566959
609,53.68492700891187
610,292.1123941639605
611,206.5752349405948
614,176.42945062779444
615,216.09851711887546
616,286.34692266764347
617,139.6232561169257
618,261.52232716809505
624,109.09216483487471
629,140.06745982068054
631,92.60770156990793
633,91.92118753585407
637,20.459368999864648
638,106.88811065080718
643,55.97804952610057
644,168.3661057173821
645,36.14855266405908
646,204.21966564571346
648,202.330043336269
650,22.90599074495899
651,207.32146634480466
652,292.1123941639605
656,156.5339787659122
657,19.973288950996608
659,96.70845952802458
660,230.1975374697764
662,106.88811065080718
665,297.9618845925031
675,295.65149836061903
681,143.2312277546935
682,238.28683357039657
685,18.748074086407545
686,156.91527846259135
689,20.459368999864648
696,136.5285785083935
703,171.9455385952902
704,105.67515543730204
705,194.41254230853679
714,206.06928437675975
717,94.9027331707747
718,19.973288950996608
720,73.11141640370889
721,243.1212619594861
723,205.27350424566959
726,203.9253078028635
728,154.85663568490097
730,209.11816438402036
731,20.459368999864648
734,297.3293845925031
737,93.7308563318127
738,19.759879860087516
745,211.83371185465137
746,20.459368999864648
749,208.77349731191734
752,20.459368999864648
753,190.3759642128786
758,207.5078544085522
765,19.973288950996608
