PassengerId,Survived
892,0.13564577116881674
893,0.5025950951067737
894,0.1575973790488331
895,0.13564577116881674
896,0.5025950951067737
897,0.13564577116881674
898,0.5025950951067737
899,0.1575973790488331
900,0.5025950951067737
901,0.13564577116881674
902,0.13564577116881674
903,0.36816904925393046
904,0.9682138714146085
905,0.1575973790488331
906,0.9682138714146085
907,0.9212562823903324
908,0.1575973790488331
909,0.13564577116881674
910,0.5025950951067737
911,0.5025950951067737
912,0.36816904925393046
913,0.13564577116881674
914,0.9682138714146085
915,0.36816904925393046
916,0.9682138714146085
917,0.13564577116881674
918,0.9682138714146085
919,0.13564577116881674
920,0.36816904925393046
921,0.13564577116881674
922,0.1575973790488331
923,0.1575973790488331
924,0.5025950951067737
925,0.5025950951067737
926,0.36816904925393046
927,0.13564577116881674
928,0.5025950951067737
929,0.5025950951067737
930,0.13564577116881674
931,0.13564577116881674
932,0.13564577116881674
933,0.36816904925393046
934,0.13564577116881674
935,0.9212562823903324
936,0.9682138714146085
937,0.13564577116881674
938,0.36816904925393046
939,0.13564577116881674
940,0.9682138714146085
941,0.5025950951067737
942,0.36816904925393046
943,0.1575973790488331
944,0.9212562823903324
945,0.9682138714146085
946,0.1575973790488331
947,0.13564577116881674
948,0.13564577116881674
949,0.13564577116881674
950,0.13564577116881674
951,0.9682138714146085
952,0.13564577116881674
953,0.1575973790488331
954,0.13564577116881674
955,0.5025950951067737
956,0.36816904925393046
957,0.9212562823903324
958,0.5025950951067737
959,0.36816904925393046
960,0.36816904925393046
961,0.9682138714146085
962,0.5025950951067737
963,0.13564577116881674
964,0.5025950951067737
965,0.36816904925393046
966,0.9682138714146085
967,0.36816904925393046
968,0.13564577116881674
969,0.9682138714146085
970,0.1575973790488331
971,0.5025950951067737
972,0.13564577116881674
973,0.36816904925393046
974,0.36816904925393046
975,0.13564577116881674
976,0.1575973790488331
977,0.13564577116881674
978,0.5025950951067737
979,0.5025950951067737
980,0.5025950951067737
981,0.1575973790488331
982,0.5025950951067737
983,0.13564577116881674
984,0.9682138714146085
985,0.13564577116881674
986,0.36816904925393046
987,0.13564577116881674
988,0.9682138714146085
989,0.13564577116881674
990,0.5025950951067737
991,0.13564577116881674
992,0.9682138714146085
993,0.1575973790488331
994,0.13564577116881674
995,0.13564577116881674
996,0.5025950951067737
997,0.13564577116881674
998,0.13564577116881674
999,0.13564577116881674
1000,0.13564577116881674
1001,0.1575973790488331
1002,0.1575973790488331
1003,0.5025950951067737
1004,0.9682138714146085
1005,0.5025950951067737
1006,0.9682138714146085
1007,0.13564577116881674
1008,0.13564577116881674
1009,0.5025950951067737
1010,0.36816904925393046
1011,0.9212562823903324
1012,0.9212562823903324
1013,0.13564577116881674
1014,0.9682138714146085
1015,0.13564577116881674
1016,0.13564577116881674
1017,0.5025950951067737
1018,0.13564577116881674
1019,0.5025950951067737
1020,0.1575973790488331
1021,0.13564577116881674
1022,0.13564577116881674
1023,0.36816904925393046
1024,0.5025950951067737
1025,0.13564577116881674
1026,0.13564577116881674
1027,0.13564577116881674
1028,0.13564577116881674
1029,0.1575973790488331
1030,0.5025950951067737
1031,0.13564577116881674
1032,0.5025950951067737
1033,0.9682138714146085
1034,0.36816904925393046
1035,0.1575973790488331
1036,0.36816904925393046
1037,0.13564577116881674
1038,0.36816904925393046
1039,0.13564577116881674
1040,0.36816904925393046
1041,0.1575973790488331
1042,0.9682138714146085
1043,0.13564577116881674
1044,0.13564577116881674
1045,0.5025950951067737
1046,0.13564577116881674
1047,0.13564577116881674
1048,0.9682138714146085
1049,0.5025950951067737
1050,0.36816904925393046
1051,0.5025950951067737
1052,0.5025950951067737
1053,0.13564577116881674
1054,0.9212562823903324
1055,0.13564577116881674
1056,0.1575973790488331
1057,0.5025950951067737
1058,0.36816904925393046
1059,0.13564577116881674
1060,0.9682138714146085
1061,0.5025950951067737
1062,0.13564577116881674
1063,0.13564577116881674
1064,0.13564577116881674
1065,0.13564577116881674
1066,0.13564577116881674
1067,0.9212562823903324
1068,0.9212562823903324
1069,0.36816904925393046
1070,0.9212562823903324
1071,0.9682138714146085
1072,0.1575973790488331
1073,0.36816904925393046
1074,0.9682138714146085
1075,0.13564577116881674
1076,0.9682138714146085
1077,0.1575973790488331
1078,0.9212562823903324
1079,0.13564577116881674
1080,0.5025950951067737
1081,0.1575973790488331
1082,0.1575973790488331
1083,0.36816904925393046
1084,0.13564577116881674
1085,0.1575973790488331
1086,0.1575973790488331
1087,0.13564577116881674
1088,0.36816904925393046
1089,0.5025950951067737
1090,0.1575973790488331
1091,0.5025950951067737
1092,0.5025950951067737
1093,0.13564577116881674
1094,0.36816904925393046
1095,0.9212562823903324
1096,0.1575973790488331
1097,0.36816904925393046
1098,0.5025950951067737
1099,0.1575973790488331
1100,0.9682138714146085
1101,0.13564577116881674
1102,0.13564577116881674
1103,0.13564577116881674
1104,0.1575973790488331
1105,0.9212562823903324
1106,0.5025950951067737
1107,0.36816904925393046
1108,0.5025950951067737
1109,0.36816904925393046
1110,0.9682138714146085
1111,0.13564577116881674
1112,0.9212562823903324
1113,0.13564577116881674
1114,0.9212562823903324
1115,0.13564577116881674
1116,0.9682138714146085
1117,0.5025950951067737
1118,0.13564577116881674
1119,0.5025950951067737
1120,0.13564577116881674
1121,0.1575973790488331
1122,0.1575973790488331
1123,0.9682138714146085
1124,0.13564577116881674
1125,0.13564577116881674
1126,0.36816904925393046
1127,0.13564577116881674
1128,0.36816904925393046
1129,0.13564577116881674
1130,0.9212562823903324
1131,0.9682138714146085
1132,0.9682138714146085
1133,0.9212562823903324
1134,0.36816904925393046
1135,0.13564577116881674
1136,0.13564577116881674
1137,0.36816904925393046
1138,0.9212562823903324
1139,0.1575973790488331
1140,0.9212562823903324
1141,0.5025950951067737
1142,0.9212562823903324
1143,0.13564577116881674
1144,0.36816904925393046
1145,0.13564577116881674
1146,0.13564577116881674
1147,0.13564577116881674
1148,0.13564577116881674
1149,0.13564577116881674
1150,0.9212562823903324
1151,0.13564577116881674
1152,0.13564577116881674
1153,0.13564577116881674
1154,0.9212562823903324
1155,0.5025950951067737
1156,0.1575973790488331
1157,0.13564577116881674
1158,0.36816904925393046
1159,0.13564577116881674
1160,0.5025950951067737
1161,0.13564577116881674
1162,0.36816904925393046
1163,0.13564577116881674
1164,0.9682138714146085
1165,0.5025950951067737
1166,0.13564577116881674
1167,0.9212562823903324
1168,0.1575973790488331
1169,0.1575973790488331
1170,0.1575973790488331
1171,0.1575973790488331
1172,0.5025950951067737
1173,0.13564577116881674
1174,0.5025950951067737
1175,0.5025950951067737
1176,0.5025950951067737
1177,0.13564577116881674
1178,0.13564577116881674
1179,0.36816904925393046
1180,0.13564577116881674
1181,0.13564577116881674
1182,0.36816904925393046
1183,0.5025950951067737
1184,0.13564577116881674
1185,0.36816904925393046
1186,0.13564577116881674
1187,0.13564577116881674
1188,0.9212562823903324
1189,0.13564577116881674
1190,0.36816904925393046
1191,0.13564577116881674
1192,0.13564577116881674
1193,0.1575973790488331
1194,0.1575973790488331
1195,0.13564577116881674
1196,0.5025950951067737
1197,0.9682138714146085
1198,0.36816904925393046
1199,0.13564577116881674
1200,0.36816904925393046
1201,0.5025950951067737
1202,0.13564577116881674
1203,0.13564577116881674
1204,0.13564577116881674
1205,0.5025950951067737
1206,0.9682138714146085
1207,0.5025950951067737
